Super-Aggregation,Aggregation Level,Year,Sample Year End Date,Metric,Result Category,Concern Category,Proportion 2007,Lower Bound 2007,Upper Bound 2007,Change Analysis,Detectable,Proportion 2012,Lower Bound 2012,Upper Bound 2012,Proportions Difference,Lower Bound Difference,Upper Bound Difference,DiffEst,LB2-LB1,Significant
Major_Basins,Great Basin Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.43,0.25,0.60,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
Major_Basins,Great Basin Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.14,0.04,0.24,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
Major_Basins,Great Basin Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.08,0.00,0.18,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
Major_Basins,Great Basin Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
Major_Basins,Great Lakes Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.07,0.01,0.13,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
Major_Basins,Great Lakes Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.72,0.57,0.86,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
Major_Basins,Great Lakes Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.19,0.09,0.30,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
Major_Basins,Great Lakes Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.02,0.00,0.03,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
Major_Basins,Great Lakes Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
Major_Basins,Lower Colorado Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.15,0.00,0.32,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
Major_Basins,Lower Colorado Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.35,0.12,0.57,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
Major_Basins,Lower Colorado Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.30,0.11,0.50,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
Major_Basins,Lower Colorado Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.20,0.02,0.37,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
Major_Basins,Lower Colorado Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
Major_Basins,Lower Mississippi Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.12,0.00,0.27,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
Major_Basins,Lower Mississippi Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.69,0.42,0.96,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
Major_Basins,Lower Mississippi Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.16,0.02,0.31,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
Major_Basins,Lower Mississippi Region,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.03,0.00,0.08,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
Major_Basins,Lower Mississippi Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
Major_Basins,Mid-Atlantic Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.05,0.00,0.13,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
Major_Basins,Mid-Atlantic Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.41,0.09,0.73,No,,0.99,0.98,0.99,,,,0.028,0.069,Yes
Major_Basins,Mid-Atlantic Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.22,0.06,0.37,No,,0.01,0.01,0.02,,,,0.032,0.015,No
Major_Basins,Mid-Atlantic Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.32,0.08,0.56,No,,0,0,0,,,,0.083,0.083,No
Major_Basins,Mid-Atlantic Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,No,,0.88,0.86,0.9,,,,0.04,0.009,No
Major_Basins,Missouri Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.23,0.07,0.40,No,,0.06,0.04,0.07,,,,0.016,0.052,Yes
Major_Basins,Missouri Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.16,0.07,0.24,No,,0.01,0.01,0.02,,,,0.012,0.003,Yes
Major_Basins,Missouri Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.26,0.17,0.36,No,,0.05,0.03,0.06,,,,0.049,0.035,Yes
Major_Basins,Missouri Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.35,0.23,0.47,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
Major_Basins,Missouri Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
Major_Basins,New England Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.20,0.11,0.28,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
Major_Basins,New England Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.56,0.41,0.70,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
Major_Basins,New England Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.23,0.10,0.37,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
Major_Basins,New England Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.01,0.00,0.03,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
Major_Basins,New England Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
Major_Basins,Ohio-Tennessee Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.18,0.00,0.40,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
Major_Basins,Ohio-Tennessee Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.35,0.12,0.59,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
Major_Basins,Ohio-Tennessee Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.26,0.11,0.40,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
Major_Basins,Ohio-Tennessee Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.20,0.09,0.31,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
Major_Basins,Ohio-Tennessee Region,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.01,0.00,0.01,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
Major_Basins,Ohio-Tennessee Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
Major_Basins,Pacific Northwest Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.60,0.44,0.76,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
Major_Basins,Pacific Northwest Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.21,0.11,0.31,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
Major_Basins,Pacific Northwest Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.14,0.05,0.24,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
Major_Basins,Pacific Northwest Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.04,0.01,0.08,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
Major_Basins,Pacific Northwest Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
Major_Basins,Rio Grande-Texas-Gulf Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.01,0.00,0.03,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
Major_Basins,Rio Grande-Texas-Gulf Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.42,0.18,0.67,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
Major_Basins,Rio Grande-Texas-Gulf Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.40,0.16,0.64,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
Major_Basins,Rio Grande-Texas-Gulf Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.15,0.05,0.26,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
Major_Basins,Rio Grande-Texas-Gulf Region,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.01,0.00,0.02,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
Major_Basins,Rio Grande-Texas-Gulf Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
Major_Basins,Souris-Red-Rainy Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.02,0.00,0.06,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
Major_Basins,Souris-Red-Rainy Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.23,0.06,0.40,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
Major_Basins,Souris-Red-Rainy Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.58,0.33,0.84,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
Major_Basins,Souris-Red-Rainy Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.16,0.02,0.31,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
Major_Basins,Souris-Red-Rainy Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
Major_Basins,South-Atlantic Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.02,0.00,0.05,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
Major_Basins,South-Atlantic Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.25,0.10,0.40,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
Major_Basins,South-Atlantic Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.41,0.26,0.57,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
Major_Basins,South-Atlantic Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.31,0.14,0.49,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
Major_Basins,South-Atlantic Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
Major_Basins,Upper Colorado Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.23,0.03,0.43,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
Major_Basins,Upper Colorado Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.70,0.49,0.91,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
Major_Basins,Upper Colorado Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.00,0.00,0.01,No,No,0.99,0.98,0.99,,,,0.028,0.069,Yes
Major_Basins,Upper Colorado Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.04,0.00,0.10,No,No,0.01,0.01,0.02,,,,0.032,0.015,No
Major_Basins,Upper Colorado Region,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.02,0.00,0.06,No,No,0,0,0,,,,0.083,0.083,No
Major_Basins,Upper Colorado Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,No,No,0.88,0.86,0.9,,,,0.04,0.009,No
Major_Basins,Upper Mississippi Region,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.06,0.00,0.14,No,No,0.06,0.04,0.07,,,,0.016,0.052,Yes
Major_Basins,Upper Mississippi Region,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.26,0.11,0.41,No,No,0.01,0.01,0.02,,,,0.012,0.003,Yes
Major_Basins,Upper Mississippi Region,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.48,0.32,0.63,No,No,0.05,0.03,0.06,,,,0.049,0.035,Yes
Major_Basins,Upper Mississippi Region,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.20,0.11,0.30,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
Major_Basins,Upper Mississippi Region,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
Major_Basins,Arkansas-White-Red Region,2007,12/31/07,Zooplankton,Good,Good,0.61,0.37,0.84,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
Major_Basins,Arkansas-White-Red Region,2007,12/31/07,Zooplankton,Fair,Fair,0.28,0.09,0.47,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
Major_Basins,Arkansas-White-Red Region,2007,12/31/07,Zooplankton,Poor,Poor,0.11,0.01,0.21,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
Major_Basins,Arkansas-White-Red Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
Major_Basins,California Region,2007,12/31/07,Zooplankton,Good,Good,0.48,0.29,0.66,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
Major_Basins,California Region,2007,12/31/07,Zooplankton,Fair,Fair,0.09,0.01,0.18,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
Major_Basins,California Region,2007,12/31/07,Zooplankton,Poor,Poor,0.43,0.22,0.63,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
Major_Basins,California Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
Major_Basins,Great Basin Region,2007,12/31/07,Zooplankton,Good,Good,0.57,0.40,0.75,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
Major_Basins,Great Basin Region,2007,12/31/07,Zooplankton,Fair,Fair,0.32,0.14,0.50,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
Major_Basins,Great Basin Region,2007,12/31/07,Zooplankton,Poor,Poor,0.11,0.04,0.18,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
Major_Basins,Great Basin Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
Major_Basins,Great Lakes Region,2007,12/31/07,Zooplankton,Good,Good,0.50,0.28,0.72,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
Major_Basins,Great Lakes Region,2007,12/31/07,Zooplankton,Fair,Fair,0.41,0.20,0.62,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
Major_Basins,Great Lakes Region,2007,12/31/07,Zooplankton,Poor,Poor,0.09,0.04,0.15,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
Major_Basins,Great Lakes Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
Major_Basins,Lower Colorado Region,2007,12/31/07,Zooplankton,Good,Good,0.25,0.06,0.44,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
Major_Basins,Lower Colorado Region,2007,12/31/07,Zooplankton,Fair,Fair,0.65,0.45,0.85,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
Major_Basins,Lower Colorado Region,2007,12/31/07,Zooplankton,Poor,Poor,0.10,0.00,0.22,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
Major_Basins,Lower Colorado Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
Major_Basins,Lower Mississippi Region,2007,12/31/07,Zooplankton,Good,Good,0.26,0.02,0.49,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
Major_Basins,Lower Mississippi Region,2007,12/31/07,Zooplankton,Fair,Fair,0.06,0.00,0.12,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
Major_Basins,Lower Mississippi Region,2007,12/31/07,Zooplankton,Poor,Poor,0.69,0.42,0.95,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
Major_Basins,Lower Mississippi Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
Major_Basins,Mid-Atlantic Region,2007,12/31/07,Zooplankton,Good,Good,0.48,0.19,0.77,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
Major_Basins,Mid-Atlantic Region,2007,12/31/07,Zooplankton,Fair,Fair,0.16,0.02,0.30,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
Major_Basins,Mid-Atlantic Region,2007,12/31/07,Zooplankton,Poor,Poor,0.35,0.11,0.60,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
Major_Basins,Mid-Atlantic Region,2007,12/31/07,Zooplankton,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
Major_Basins,Mid-Atlantic Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
Major_Basins,Missouri Region,2007,12/31/07,Zooplankton,Good,Good,0.70,0.60,0.81,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
Major_Basins,Missouri Region,2007,12/31/07,Zooplankton,Fair,Fair,0.23,0.14,0.32,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
Major_Basins,Missouri Region,2007,12/31/07,Zooplankton,Poor,Poor,0.07,0.02,0.12,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
Major_Basins,Missouri Region,2007,12/31/07,Zooplankton,Not Assessed,Not Assessed,0.00,0.00,0.00,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
Major_Basins,Missouri Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
Major_Basins,New England Region,2007,12/31/07,Zooplankton,Good,Good,0.67,0.53,0.81,No,,0.99,0.98,0.99,,,,0.028,0.069,Yes
Major_Basins,New England Region,2007,12/31/07,Zooplankton,Fair,Fair,0.20,0.08,0.31,No,,0.01,0.01,0.02,,,,0.032,0.015,No
Major_Basins,New England Region,2007,12/31/07,Zooplankton,Poor,Poor,0.13,0.02,0.24,No,,0,0,0,,,,0.083,0.083,No
Major_Basins,New England Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,No,,0.88,0.86,0.9,,,,0.04,0.009,No
Major_Basins,Ohio-Tennessee Region,2007,12/31/07,Zooplankton,Good,Good,0.65,0.48,0.82,No,,0.06,0.04,0.07,,,,0.016,0.052,Yes
Major_Basins,Ohio-Tennessee Region,2007,12/31/07,Zooplankton,Fair,Fair,0.18,0.07,0.28,No,,0.01,0.01,0.02,,,,0.012,0.003,Yes
Major_Basins,Ohio-Tennessee Region,2007,12/31/07,Zooplankton,Poor,Poor,0.17,0.06,0.28,No,,0.05,0.03,0.06,,,,0.049,0.035,Yes
Major_Basins,Ohio-Tennessee Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
Major_Basins,Pacific Northwest Region,2007,12/31/07,Zooplankton,Good,Good,0.73,0.60,0.86,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
Major_Basins,Pacific Northwest Region,2007,12/31/07,Zooplankton,Fair,Fair,0.19,0.09,0.30,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
Major_Basins,Pacific Northwest Region,2007,12/31/07,Zooplankton,Poor,Poor,0.08,0.01,0.14,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
Major_Basins,Pacific Northwest Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
Major_Basins,Rio Grande-Texas-Gulf Region,2007,12/31/07,Zooplankton,Good,Good,0.45,0.22,0.67,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
Major_Basins,Rio Grande-Texas-Gulf Region,2007,12/31/07,Zooplankton,Fair,Fair,0.36,0.12,0.60,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
Major_Basins,Rio Grande-Texas-Gulf Region,2007,12/31/07,Zooplankton,Poor,Poor,0.19,0.05,0.33,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
Major_Basins,Rio Grande-Texas-Gulf Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
Major_Basins,Souris-Red-Rainy Region,2007,12/31/07,Zooplankton,Good,Good,0.77,0.60,0.94,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
Major_Basins,Souris-Red-Rainy Region,2007,12/31/07,Zooplankton,Fair,Fair,0.20,0.05,0.36,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
Major_Basins,Souris-Red-Rainy Region,2007,12/31/07,Zooplankton,Poor,Poor,0.03,0.00,0.06,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
Major_Basins,Souris-Red-Rainy Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
Major_Basins,South-Atlantic Region,2007,12/31/07,Zooplankton,Good,Good,0.38,0.24,0.53,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
Major_Basins,South-Atlantic Region,2007,12/31/07,Zooplankton,Fair,Fair,0.41,0.23,0.58,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
Major_Basins,South-Atlantic Region,2007,12/31/07,Zooplankton,Poor,Poor,0.21,0.10,0.31,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
Major_Basins,South-Atlantic Region,2007,12/31/07,Zooplankton,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
Major_Basins,South-Atlantic Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
Major_Basins,Upper Colorado Region,2007,12/31/07,Zooplankton,Good,Good,0.47,0.12,0.82,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
Major_Basins,Upper Colorado Region,2007,12/31/07,Zooplankton,Fair,Fair,0.41,0.06,0.77,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
Major_Basins,Upper Colorado Region,2007,12/31/07,Zooplankton,Poor,Poor,0.11,0.02,0.21,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
Major_Basins,Upper Colorado Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
Major_Basins,Upper Mississippi Region,2007,12/31/07,Zooplankton,Good,Good,0.69,0.57,0.81,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
Major_Basins,Upper Mississippi Region,2007,12/31/07,Zooplankton,Fair,Fair,0.21,0.11,0.30,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
Major_Basins,Upper Mississippi Region,2007,12/31/07,Zooplankton,Poor,Poor,0.11,0.04,0.18,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
Major_Basins,Upper Mississippi Region,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
Major_Basins,Arkansas-White-Red Region,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.30,0.11,0.49,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
Major_Basins,Arkansas-White-Red Region,2007,12/31/07,Shallow_Water_Habitat,Fair,Fair,0.44,0.16,0.72,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
Major_Basins,Arkansas-White-Red Region,2007,12/31/07,Shallow_Water_Habitat,Poor,Poor,0.26,0.08,0.44,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
